id,post,topic,labels,cls_euc,dist_euc,cls_euc_sp,dist_euc_sp,cls_cos,dist_cos,cls_cos_sp,dist_cos_sp
1695,i'm not sure how anyone can compare this president to the last one and not say obama is doing a much better job.,obama,p-republicans,7,118.88532,9,118.20843,193,0.5203647613525391,195,0.5279451906681061
1696,"yea i thought so. but, was that not the same problem that kept troops in iraq after saddam hussein was dealt with? the very same. we didn't know what we were getting into when we entered iraq. we quickly defeated saddam's army, so officials thought the fight was over. they were wrong. that does make sense, but when has that actually happened? surely this has failed more than succeeded? we spent our way out of the great depression. paying for tanks and planes. paying for rifles, uniforms, and ammunition. expenditure at this time was unprecedented. someone had to make these materials. factory workers suddenly had income again, and they could go out and spend their income. this spurred the economy.",obama,p-economy,48,198.15358,60,199.74962,179,0.6575703918933868,179,0.6565734148025513
1697,"i'm not sure how anyone can compare this president to the last one and not say obama is doing a much better job. well you can!!! he's kept up bush's policies, and only made them worse. he's put this country into even more debt. he's spent more than bush's worse year. i don't understand how anyone could say he's better than bush.",obama,c-republicans,36,148.22414,17,144.65634,194,0.5712520182132721,196,0.595317542552948
1698,"i'm more or less ambivalent, so i can't be on the yay side. he sat in a church listening to a racist lunatic for 25 years and rather than leaving, wrote a book in which he referred to said racist lunatic as his mentor. then again, he did win a nobel peace prize for no reason. that's pretty good i guess.",obama,c-quality,42,146.04845,54,145.05573,167,0.5549403429031372,79,0.4985651969909668
1699,it may be farfetched to say he's a socialist who wants to change the constitution.,obama,c-decision_policies,45,58.385952,57,57.793922,183,0.5243117809295654,184,0.500887393951416
1700,you're right it is far-fetched to say he's a socialist. what change has he proposed to the constitution? don't you mean republicans who have proposed more than a dozen constitutional amendments ?,obama,p-republicans,43,99.25514,55,96.61147,166,0.6414734125137329,170,0.5646011233329773
1701,"thats not the question.. the question was if he was good or bad... he says he has this big plan and all this crap, and then he takes a trip to europe and sends his wife and all her friends to a trip to spain with a crapload of spending money... for the entire trip, it cost $300,000. some example he is",obama,c-quality,20,151.99005,26,153.832,7,0.5091875493526459,6,0.5601143538951874
1702,president obama's love affair with keynesian economics makes me want to vomit.,obama,c-quality,43,82.22549,55,80.866684,170,0.47537100315093994,170,0.4614673852920532
1703,"luckly, i am not republican because they are just as dumb. democrats have increased deficit spending by 2 trillion dollars over 2 years.",obama,c-economy,19,126.35319,25,125.9457,178,0.23730838298797607,178,0.23598343133926392
1704,"""the 2009 fiscal year began october 1, 2008, nearly four months before obama took office. the budget for the entire fiscal year was largely set in place while bush was in the white house."" http://www.cato-at-liberty.org/dont-blame-obama-for-bushs-2009-deficit/ the projected deficit in march 21, 2009 was 1.8 trillion, the actual deficit for 2009 ended up being nearly half a trillion less than that. http://www.washingtonpost.com/wp-dyn/ content/story/2009/03/21/ st2009032100105.html?sid=st2009032100105",obama,p-economy,10,178.40208,13,177.75955,180,0.6090570688247681,181,0.5920709669589996
1705,"regardless whether it is obama or bush, both are fiscally responsible for massive expanded government spending. sure, pointing one finger is wrong, but both were responsible. ev however, the budget fy2010 is the sole responsible of president obama. all the deficit is his. are you going to blame this budget on bush as well? ""the federal government recorded a total budget deficit of $1.4 trillion in fiscal year 2009, about $960 billion more than the deficit incurred in 2008."" cbo",obama,c-economy,49,156.3261,52,151.8957,78,0.6095269620418549,83,0.6094934940338135
1706,"""the federal government recorded a total budget deficit of $1.4 trillion in fiscal year 2009"" - that is the budget passed in 2008 ""the budget fy2010 is the sole responsible of president obama"" - correct (though spending during the largest recession since the great depression will be different than normal economic spending), so how did he do: the budget deficit for fiscal 2010 narrowed to $1.294 trillion from last year's record $1.416 trillion as tax collections started to recover and bailout spending fell sharply the treasury department said on friday the deficit came to 8.94 percent of gross domestic product for the year ended september 30, versus 10 percent in fiscal 2009. the government called the deficit-to-gdp improvement the biggest since fiscal 1987"" http://www.reuters.com/article/ idustre69e54m20101016 sure - starting from a terrible number inflates the progress, but it is progress.",obama,p-economy,7,177.39452,9,175.82408,194,0.5580272078514099,196,0.6364072561264038
1707,"i wish he would go away...and take his not so well conceived healthcare plan with him. oh, is he even eligible to be president? hmmmmm...maybe we got taken...",obama,c-health c-quality,42,127.8046,54,129.29207,186,0.5913869738578796,187,0.5692428350448608
1708,"time to annoy you. poke poke poke 47 million people have had to live without health care in this country for the past 10 years, it fluctuating better or for worse over the years. obama care guarantees that all people will have affordable health care, by the law. the only bad part about his plan was that during the production of it, the democrats had to scrap public option from the plan as a means of attempting to force the republicans to cooperate. but they didn't, so they scraped public option. but why should you give a holy hell? if you're an average person, you need health care; if you're a sick person, you need health care; and if you're a healthy person, you still need health care! because of the health care reform, everyone, even the poor and homeless, will receive all the health care they need. as for the birth certificate... i cannot make this any more clear: http://www.thedailybeast.com/ blogs-and-stories/2011-04-27/ obamas-birth-certificate-born-in- honolulu/# his birth certificate is on display in illinois, and has been since before he was president. in fact, it's been on display since he was a senator. also, his birth is recorded in history; on the date of barack obama's birth, his name was listed in the daily newspaper of his birth-town in hawaii. so he's american... unless you don't consider hawaiians to be americans, but you'd should probably keep that opinion to yourself. and if you start spouting crap about it all being forged, then i'm afraid you are a sorry sorry fool who only wants an excuse to be racist. just because a man has a foreign name and a foreign parent doesn't make he himself foreign. in fact, i'll cross my fingers and hope our next president is named after a goddam dungeon's and dragon's character just to prove exactly how wrong it is to search for an excuse to keep an all american man out of the president's chair just because his name sounds funny. or because he's black. either way, you have no excuse to be into this ignorant birther shit. good day.",obama,p-health p-quality,17,158.8509,23,157.8263,59,0.4639488458633423,58,0.5013709366321564
